This field is required.	Veuillez renseigner ce champ.
Sign in to save jobs	Connectez-vous pour enregistrer des offres
Only you and your parent can see this data. Google protects your privacy and security.	Seuls vous et votre parent pouvez voir ces données. Google protège votre vie privée et votre sécurité.
Only you can see this data. Google protects your privacy and security.	Vous êtes le seul à voir ces données. Google protège votre vie privée et votre sécurité.
Search business class flights	Rechercher des vols en classe affaires
Send feedback to Google	Envoyer des commentaires à Google
Related to your search	Contenus associés à votre recherche
Unable to share collection. Please check your popup blocker.	Impossible de partager la collection. Veuillez vérifier votre fonctionnalité de blocage des pop-up.
Sao Tome and Principe	Sao Tomé-et-Principe
Saint Kitts and Nevis	Saint-Christophe-et-Niévès
Saint Pierre and Miquelon	Saint-Pierre-et-Miquelon
Bonaire, Sint Eustatius, and Saba	Bonaire, Saint-Eustache et Saba
My SafeSearch setting keeps turning off	Mes paramètres SafeSearch n'arrêtent pas de se désactiver
If you allow cookies, SafeSearch should stay on.	Si vous autorisez les cookies, SafeSearch devrait rester activé.
Block explicit results on Google using SafeSearch	Bloquer les résultats explicites sur Google avec SafeSearch
Find widgets on Google Play	Rechercher des widgets sur Google Play
Notices about Filtered Results	Remarques sur les résultats filtrés
A label showing the percentage change in price.	Libellé indiquant la modification en pourcentage du prix.
This reminder has been deleted. Please refresh the browser to view the updated list.	Ce rappel a été supprimé. Veuillez actualiser le navigateur pour afficher la liste mise à jour.
From your Gmail reservation	Source : votre réservation sur Gmail
You can delete all of this data or change this setting.	Vous pouvez supprimer toutes ces données ou modifier ce paramètre.
Select one from the following list of service providers	Sélectionnez un fournisseur de services dans la liste
Google Search Page Header	En-tête de la page de recherche Google
Search for a company or symbol	Rechercher une entreprise ou un symbole
Keep track of your watchlist and watch how it performs	Effectuez le suivi des actions qui vous intéressent et de leurs performances
Unable to share collection	Impossible de partager la collection
Stories must be a least four pages	Les histoires doivent comporter au moins quatre pages
Final · See stats, news, and more	Terminé · Voir les statistiques, actualités, etc.
Get it on Google Play	Télécharger sur Google Play
Data shared for research	Données partagées pour les études
See and delete your preferences about News.	Consultez et supprimez vos préférences relatives à Google Actualités.
Manage music you’ve identified with the Sound Search widget.	Gérez la musique que vous avez identifiée avec le widget Recherche audio.
View YouTube Community posts	Afficher les posts de la communauté YouTube
Manage Google Play Sound Search History	Gérer l'historique de la recherche audio Google Play
Google Play Sound Search History	Historique de la recherche audio Google Play
Comments on YouTube Community posts	Commentaires sur les posts de la communauté YouTube
Comments on YouTube videos	Commentaires sur les vidéos YouTube
See and delete your answers to survey questions from Google.	Consultez et supprimez vos réponses aux questions des enquêtes Google.
Teams and leagues you follow	Équipes et championnats que vous suivez
A performance comparison of financial entities, composed of table and chart.	Comparatif des performances des entités financières sous forme de tableau et de graphique.
A table showing the prices at the selected time point in the chart.	Tableau indiquant les prix en fonction du repère temporel sélectionné dans le graphique.
Your answers will improve Search for other people. Learn more.	Vos réponses nous aideront à améliorer la Recherche Google. En savoir plus
You suggested this change. Edit?	Vous avez suggéré ce changement. Modifier ?
Improve the language on this page	Améliorer le texte de cette page
Manage your Google Tag Manager container versions	Gérer les versions de vos conteneurs Google Tag Manager
View monetary and non-monetary YouTube Analytics reports for your YouTube content	Afficher les rapports monétaires et non monétaires YouTube Analytics concernant votre contenu YouTube
View YouTube Analytics reports for your YouTube content	Affichez les rapports YouTube Analytics sur le contenu YouTube.
View your Google Tag Manager container and its subcomponents	Afficher votre conteneur Google Tag Manager et ses sous-composants
Manage user permissions of your Google Tag Manager account and container	Gérer les autorisations des utilisateurs de votre compte et de votre conteneur Google Tag Manager
Publish your Google Tag Manager container versions	Publier les versions de vos conteneurs Google Tag Manager
View and manage creatives and campaigns for DoubleClick Studio	Affichez et gérez des créations et des campagnes pour DoubleClick Studio.
Delete your Google Tag Manager containers	Supprimer vos conteneurs Google Tag Manager
View creatives and campaigns for DoubleClick Studio	Affichez des créations et des campagnes pour DoubleClick Studio.
View and manage your Google Tag Manager accounts	Afficher et gérer vos comptes Google Tag Manager
Tap a match to see scores, stats, and more	Appuyez sur un match pour afficher les scores, les statistiques, etc.
Type a name, phone, or email	Saisir un nom, un numéro de téléphone ou une adresse e-mail
This site may be hacked.	Il est possible que ce site ait été piraté.
Update your featured image on Search	Modifier l'image présentée dans la recherche
Saved items will be added to this collection	Les éléments enregistrés seront ajoutés à cette collection
Open in Google Podcasts	Ouvrir dans Google Podcasts
Your Site on Google	Votre site sur Google
Your activity, while you were signed in to Google.	Votre activité lorsque vous étiez connecté à Google.
Add a Finance shortcut to your Home screen	Ajouter un raccourci Finance sur votre écran d'accueil
How your saved activity is used	Comment votre activité est utilisée
To let Google save this information:	Pour que Google puisse enregistrer ces informations, les conditions suivantes doivent être remplies :
Your Chrome browsing history	Votre historique de navigation dans Chrome
Information on your device like recent apps or contact names you searched for	Certaines informations stockées sur votre appareil, comme les applications récentes et les contacts recherchés
See or delete your search activity	Consulter ou supprimer vos recherches
*Not all languages are supported.	* Toutes les langues ne sont pas compatibles.
Therefore, these pages are no longer accessible from Google search.	Par conséquent, ces pages ne sont plus accessibles depuis les résultats de recherche Google.
Watch the most memorable moments of the tournament	Revivez les instants les plus marquants de la compétition
Add a missing place to Google Maps.	Ajouter un lieu manquant dans Google Maps
Lifetime on most items	Pas de date limite pour la plupart des articles
Tin Tan’s 103rd Birthday	103e anniversaire de la naissance de Tin-Tan
Professor Dorothy Hill’s 111th Birthday	111e anniversaire de la naissance de Dorothy Hill
Josefa Llanes Escoda’s 120th Birthday	120e anniversaire de la naissance de Josefa Llanes Escoda
Junko Tabei’s 79th Birthday	79e anniversaire de la naissance de Junko Tabei
Joanna Baillie’s 256th Birthday	256e anniversaire de la naissance de Joanna Baillie
Fatima Surayya Bajia’s 88th Birthday	88e anniversaire de la naissance de Fatima Surayya Bajia
your One Drive account	votre compte One Drive
Caio Fernando Abreu’s 70th Birthday	70e anniversaire de la naissance de Caio Fernando Abreu
Initiated a bulk download from Drive	A lancé un téléchargement groupé depuis Drive
We are sorry, the service is currently unavailable. Please verify your internet connection and try again.	Désolé, le service est actuellement indisponible. Veuillez vérifier votre connexion Internet, puis réessayer.
Sent to Google Home	Envoyé à Google Home
Send to Google Home	Envoyer à Google Home
Compare to another index	Comparer à un autre indice
Compare to another stock	Comparer à une autre action
Next to each stock you want to follow, tap or click the box.	Appuyez ou cliquez sur la case à côté de chaque action que vous souhaitez suivre.
Voice search results come in the same language as your voice search.	Les résultats de la recherche vocale sont fournis dans la langue utilisée pour effectuer la recherche vocale.
Pick the language for your search results.	Choisissez la langue de vos résultats de recherche.
At the top left, tap your photo.	En haut à gauche, appuyez sur la photo associée à votre compte.
Tap a category to see options and make changes.	appuyer sur une catégorie pour afficher la liste des options et effectuer des modifications.
At the top left, tap your photo.	En haut à gauche, appuyez sur la photo associée à votre compte.
You can turn these video previews on or off, and change when they play.	Vous pouvez activer ou désactiver ces aperçus vidéo et choisir le moment où ils se lancent.
Videos in your feed could start playing automatically without sound.	La lecture des vidéos de votre flux peut démarrer automatiquement, sans son.
Videos could start playing automatically without sound.	La lecture des vidéos peut commencer automatiquement et sans son.
Press the Home button.	Appuyez sur le bouton principal.
Replace all existing events	Remplacer tous les événements existants
Import from Google Sheets	Importer depuis Google Sheets
This image may be subject to copyright.	Cette image est peut-être protégée par des droits d'auteur.
Sergey Prokudin-Gorsky’s 155th Birthday	155e anniversaire de la naissance de Sergey Prokudin-Gorsky
Viola Desmond’s 104th Birthday	104e anniversaire de la naissance de Viola Desmond
Mehdi Hassan’s 91st Birthday	91e anniversaire de la naissance de Mehdi Hassan
Leonard Bernstein’s 100th Birthday	Centenaire de la naissance de Leonard Bernstein
José Emilio Pacheco’s 79th Birthday	79e anniversaire de la naissance de José Emilio Pacheco
Prasanta Chandra Mahalanobis’ 125th Birthday	125e anniversaire de la naissance de Prasanta Chandra Mahalanobis
Meena Kumari’s 85th Birthday	85e anniversaire de la naissance de Meena Kumari
Prayoon Yommium’s 85th Birthday	85e anniversaire de la naissance de Prayoon Yomyiam
Pumpuang Duangjan’s 57th Birthday	57e anniversaire de la naissance de Pumpuang Duangjan
Dilip Sardesai’s 78th Birthday	78e anniversaire de la naissance de Dilip Sardesai
Gerda Taro’s 108th Birthday	108e anniversaire de la naissance de Gerda Taro
Gauhar Jaan’s 145th Birthday	145e anniversaire de la naissance de Gauhar Jaan
Reload as optimized page	Actualiser en tant que page optimisée
Carmen Conde’s 111th Birthday	111e anniversaire de la naissance de Carmen Conde
Sort by personal match	Trier par correspondance personnelle
Hourly, humidity, wind and more	Prévisions par heure, humidité, vent et autres
See stocks you’re following	Consulter les actions que vous suivez
Tap an upcoming reminder.	Appuyez sur un rappel à venir.
Note that these changes may not appear on all Google Searches.	Sachez que ces modifications risquent de ne pas être visibles dans les résultats de recherche Google.
The end date must be after the start date.	La date de fin doit être postérieure à la date de début.
Replace all existing events?	Remplacer tous les événements existants ?
The title must have at least one letter or numeric character.	Le titre doit contenir au moins une lettre ou un caractère numérique.
Paste the link to your Google spreadsheet here and your events will be imported.	Collez le lien dans votre feuille de calcul Google ici pour importer vos événements.
This event will be permanently deleted and cannot be recovered.	Cet événement sera définitivement supprimé et ne pourra pas être récupéré.
is missing one or more required field	possède au moins un champ obligatoire vide
has an invalid start time or date	possède une heure ou une date de début incorrecte
has an invalid end time or date	possède une heure ou une date de fin incorrecte
This search is trending in your area.	Cette recherche est populaire dans votre région.
Start repeating Morse symbol after	Répéter le symbole du code Morse après
Talal Maddah’s 78th Birthday	78e anniversaire de la naissance de Talal Maddah
Sergey Prokudin-Gorsky’s 155th birthday	155e anniversaire de la naissance de Sergey Prokudin-Gorsky
Prayoon Yommium’s 85th birthday	85e anniversaire de la naissance de Prayoon Yomyiam
Pumpuang Duangjan’s 57th birthday	57e anniversaire de la naissance de Pumpuang Duangjan
Marga Faulstich’s 103rd Birthday	103e anniversaire de la naissance de Marga Faulstich
Meena Kumari’s 85th birthday	85e anniversaire de la naissance de Meena Kumari
Leonard Bernstein’s 100th birthday	100e anniversaire de la naissance de Leonard Bernstein
Gerda Taro’s 108th birthday	108e anniversaire de la naissance de Gerda Taro
Dilip Sardesai’s 78th birthday	78e anniversaire de la naissance de Dilip Sardesai
Celebrating Johann Sebastian Bach	Hommage à Jean-Sébastien Bach
Carmen Conde’s 111th birthday	111e anniversaire de la naissance de Carmen Conde
85th Anniversary of Biskupin settlement discovery	85e anniversaire de la découverte de la cité de Biskupin
197th Anniversary of Zugspitze first ascent	197e anniversaire de la première ascension du Zugspitze
People who liked this also like	Les personnes qui ont aimé ce contenu ont également aimé
Customize cards in your feed	Personnaliser les cartes de votre flux
From the top left, tap your profile picture.	En haut à gauche, appuyez sur votre photo de profil.
Choose the day or date range.	Définissez le jour ou la plage de dates.
You may be asked to sign in to your Google Account.	Vous serez peut-être invité à vous connecter à votre compte Google.
What info is saved in your feed activity	Informations enregistrées dans votre activité de flux
Which cards you view, swipe away, or hide	Cartes que vous avez consultées, balayées ou masquées
The cards and results that appeared in your feed	Cartes et résultats ayant été affichés dans votre flux
The device you use to access your feed	Appareil que vous utilisez pour accéder à votre flux
You can get more helpful cards and search results from your feed activity.	Grâce à votre activité de flux, vous pouvez obtenir des cartes et des résultats de recherche plus utiles.
Would you like to leave feedback about your call?	Souhaitez-vous envoyer des commentaires sur votre appel ?
Featured snippet from the web	Extrait optimisé sur le Web
Video featured snippet from the web	Extrait vidéo optimisé sur le Web
Unable to hide this card. Please try again later.	Impossible de masquer cette carte. Veuillez réessayer plus tard.
Try an optimized page.	Consultez une page optimisée.
Try again in a few minutes.	Réessayez dans quelques minutes.
No theaters near the selected location.	Aucun cinéma à proximité du lieu sélectionné.
Create or delete a reminder	Créer ou supprimer un rappel
sergej milinkovic-savic news	actualités concernant sergej milinkovic-savic
hannes thór halldórsson news	actualités concernant hannes thór halldórsson
Changes in network conditions	Changements des conditions réseau
Results can vary for many reasons, like:	En voici trois raisons :
The best internet connections have high download and upload speeds but low latency.	Pour un débit Internet optimal, les débits ascendant et descendant doivent être élevés, et la latence faible.
Why your test results could vary	Raisons pour lesquelles les résultats de test peuvent varier
There are a few ways you can create a reminder in the Google app:	Vous pouvez créer un rappel dans l'appli Google de plusieurs façons :
Provide the following to publish this event	Indiquez les informations suivantes pour publier cet événement
Say "Ok Google" to start a voice search.	Dites "Ok Google" pour lancer une recherche vocale.
Search without lifting a finger. When you say "Ok Google," Chrome will search for what you say next.	Faites une recherche sans avoir à lever le petit doigt. Il vous suffit de dire "Ok Google" pour qu'une recherche sur les mots que vous énoncez ensuite soit lancée.
Listening for "Ok Google"	Fonctionnalité d'écoute de la commande "Ok Google" active
Improve voice search by sending the sound of "Ok Google," and a few seconds before, to Google.	Améliorez la recherche vocale en envoyant à Google la commande "Ok Google", ainsi que l'enregistrement des quelques secondes précédentes.
To get started, set up "Ok Google" on your device.	Pour commencer, configurez "Ok Google" sur votre appareil.
To change these times:	Pour modifier ces durées :
You can pause, move forward or back, change speed, and shorten silences.	Vous pouvez faire une pause, avancer ou reculer, modifier la vitesse de lecture et raccourcir les périodes de silence.
By default, Google Podcasts removes downloaded episodes:	Par défaut, Google Podcasts supprime les épisodes téléchargés en fonction des délais suivants :
Change when downloads are removed	Modifier le délai de suppression des téléchargements
Find an episode of a subscribed podcast	Trouver un épisode de podcast auquel vous êtes abonné
Play an episode of a podcast	Lire un épisode de podcast
On your Android phone or tablet, you can:	Sur votre téléphone ou votre tablette Android, vous pouvez effectuer les actions suivantes :
You can see your subscriptions at the top of Google Podcasts.	Vous pouvez voir vos abonnements dans la partie supérieure de Google Podcasts.
Listen to podcasts on Google Home	Écouter des podcasts sur Google Home
Cast podcasts to Chromecast Audio	Caster des podcasts sur Chromecast Audio
Listen to podcasts with Google Podcasts	Écouter des podcasts avec Google Podcasts
Turn off ads from this advertiser	Désactiver les annonces de cet annonceur
Add your favorite stocks for quick access and to stay in know with the latest financial news.	Ajoutez-y vos actions préférées pour y accéder rapidement et rester informé des dernières actualités financières.
Recommendation , featured, storage, shows, episodes, playback speed, offline listening, trim silence	Recommandation, à la une, stockage, émissions, épisodes, vitesse de lecture, écoute hors connexion, couper les silences
Subscribe to podcasts and get the latest episodes	Abonnez-vous à des podcasts pour recevoir automatiquement les derniers épisodes
You can listen and download any podcast you’ve heard of anywhere, anytime for free.	Écoutez et téléchargez gratuitement les podcasts qui vous font envie, à tout moment et où que vous soyez.
Trim silence to cut silences from episodes so you finish them faster, saving hours	Supprimez les temps morts des épisodes pour les terminer plus rapidement
Listen to podcasts at your preferred playback speed with the variable speed feature.	Écoutez vos podcasts à la vitesse que vous préférez grâce à la fonctionnalité de vitesse variable.
Safely manage your podcast subscriptions with cloud storage.	Gérez vos abonnements aux podcasts en toute sécurité grâce au stockage dans le cloud.
Listen on all your devices	Sur tous vos appareils
Listen to the same podcast on multiple devices without losing your place.	Écoutez le même podcast sur plusieurs appareils sans perdre le fil.
Pause on your phone and pick up where you left off on your Google Home.	Interrompez la lecture sur votre téléphone et reprenez là où vous en étiez sur votre Google Home.
Receive the latest episodes of your favorite podcasts directly on your phone.	Recevez les derniers épisodes de vos podcasts préférés directement sur votre téléphone.
Google Podcasts is a new way for Android users to discover and listen to any podcast.	Avec Google Podcasts, découvrez et écoutez des podcasts.
Listen to podcasts at faster playback speeds or skip over silences.	Écoutez des podcasts en accéléré ou passez les temps de silence.
Find the latest episodes of your favorite podcasts directly on your phone.	Retrouvez les derniers épisodes de vos podcasts préférés directement sur votre téléphone.
Google Podcasts is a new way for Android users to discover and listen to the world’s podcasts.	Avec Google Podcasts, découvrez et écoutez des podcasts du monde entier sur Android.
You can subscribe to any show for free and download episodes for offline listening.	Abonnez-vous gratuitement aux émissions de votre choix et téléchargez des épisodes pour les écouter hors connexion.
Anyone with this link can see your collection	Les personnes qui disposent de ce lien peuvent voir votre collection
Turn offline search on or off	Activer ou désactiver la recherche hors connexion
See or remove searches	Afficher ou supprimer des recherches
You've helped others make better decisions about places to go	Vous avez aidé d'autres personnes à prendre de meilleures décisions sur les lieux à visiter.
You've helped others make better decisions about places to go.	Vous avez aidé d'autres personnes à prendre de meilleures décisions sur les lieux à visiter.
Failed to move selected items. Try again later.	Échec du déplacement des éléments sélectionnés. Réessayez plus tard.
Hide name and show number to others	Masquer le nom et afficher le numéro
Failed to remove collection. Try again later.	Échec de la suppression de la collection. Réessayez plus tard.
No targets to send to for this input.	Aucune cible pour les éléments saisis.
All items in this collection will be removed.  Are you sure you want to remove this collection?	Tous les éléments de cette collection seront supprimés. Voulez-vous vraiment supprimer cette collection ?
Type any email address	Saisissez une adresse e-mail
Failed to create collection. Try again later.	Échec de la création de la collection. Réessayez plus tard.
Type a name or email	Saisissez un nom ou une adresse e-mail
Only editable in Maps	Uniquement modifiable dans Maps
Edit collection in Maps	Modifier la collection dans Maps
Failed to rename collection. Try again later.	Échec du changement de nom de la collection. Réessayez plus tard.
Failed to delete selected items. Try again later.	Échec de la suppression des éléments sélectionnés. Réessayez plus tard.
To make sharing easier, Google suggests people to share with based on your interactions	Pour faciliter les partages, Google vous suggère des destinataires en fonction de vos échanges passés
Access sports in one tap	Accédez aux sports en un seul geste
Get back here in one tap	Revenez ici en un seul geste
Add a shortcut to sports	Ajoutez un raccourci vers les sports
Is there flood damage around you?	Y a-t-il à proximité des dommages causés par les inondations ?
Do you see earthquake damage around you?	Voyez-vous à proximité des dommages causés par le tremblement de terre ?
See results in English	Afficher les résultats en français
You looked this up	Vous avez effectué ces recherches
Tap on the tags below to vote	Appuyez sur les tags pour lesquels vous voulez voter ci-dessous
How would you describe this movie?	Comment décririez-vous ce film ?
Add your vote to help others	Ajouter mon vote pour aider les autres
Unavailable for this word	Définition non disponible pour ce mot
Easy checkout with Google	Régler facilement avec Google
Tell me what you think of this one	Dites-moi ce que vous pensez de celle-ci
Hey, I know some riddles 😀	Hé, je connais des devinettes 😀
Hey, I know some jokes 😀	Hé, je connais des blagues 😀
Your ad was disapproved	Votre annonce a été refusée
Thank you! Your response was recorded.	Merci, votre réponse a été enregistrée.
A new version is available	Une nouvelle version est disponible.
Prasanta Chandra Mahalanobis’ 125th birthday	125e anniversaire de la naissance de Prasanta Chandra Mahalanobis
Dame Cicely Saunders’ 100th Birthday	100e anniversaire de la naissance de Cicely Saunders
What do you think about this album?	Que pensez-vous de cet album ?
What do you think about this book?	Que pensez-vous de ce livre ?
Your feedback helps others decide which albums to listen to.	Vos commentaires aident les autres utilisateurs à décider quels albums écouter.
Your feedback helps others decide which video games to play.	Vos commentaires aident les autres utilisateurs à décider à quels jeux jouer.
Your feedback helps others decide which books to read.	Vos commentaires aident les autres utilisateurs à décider quels livres lire.
What do you think about this video game?	Que pensez-vous de ce jeu vidéo ?
world cup top teams	meilleures équipes de la Coupe du monde
world cup next match	prochain match de la Coupe du monde
Dates are not final and may change	Les dates ne sont pas définitives et peuvent changer
Tap a match to see stats, news, and more	Appuyez sur un match pour afficher les statistiques, actualités et plus
Easily keep track of your episodes	Gérez facilement vos épisodes
Bringing the best of Google to podcasts	Profitez du meilleur de Google pour écouter vos podcasts
You liked this album	Vous avez aimé cet album
You liked this book	Vous avez aimé ce livre
You liked this movie	Vous avez aimé ce film
You liked this video game	Vous avez aimé ce jeu vidéo
mohammad al-sahlawi news	actualités sur mohammad al-sahlawi
heung-min son news	actualités sur heung-min son
kevin de bruyne news	actualités sur kevin de bruyne
Suggestions based on your search and browsing history	Suggestions basées sur votre historique des recherches et de navigation
Scores are live. Tap to see the match timeline and news.	Score en direct. Appuyez pour afficher le déroulement et les derniers faits marquants du match.
Scores are live. Tap to see the game timeline and news.	Score en direct. Appuyez pour afficher le déroulement et les derniers faits marquants du match.
New content loaded successfully. Scroll down to read more.	Le nouveau contenu a bien été chargé. Faites défiler la page pour lire la suite.
Unable to load more	Impossible de charger plus d'éléments
In your post, mention that you already followed the troubleshooting steps in this article.	Dans votre message, mentionnez que vous avez déjà suivi toutes les étapes de dépannage indiquées dans cet article.
Posted by Martin Splitt, Webmaster Trends Analyst	Publié par Martin Splitt, analyste des tendances des webmasters
We also repeated a few key points that web developers should have an eye on when building websites, such as:	Nous avons également répété quelques points clés sur lesquels les développeurs Web doivent être attentifs lors de la création de sites, notamment :
to help webmasters understand what prospective users search for.	pour aider les webmasters à cerner ce que recherchent les utilisateurs potentiels.
wrapped up, it’s a great time to reflect on some of the highlights.	achevée, profitons-en pour nous pencher sur quelques points marquants.
Do you manage this online presence?	Gérez-vous cette présence en ligne ?
Get reminders and live score notifications for all matches	Recevez des rappels et des notifications en direct relatives aux scores pour tous les matchs
Send a message to this business.	Envoyez un message à cet établissement.
Dr. Virginia Apgar’s 109th Birthday	109e anniversaire de la naissance du Dr Virginia Apgar
Make Google my default search engine	Définir Google comme moteur de recherche par défaut
This hotel has exclusive prices for Google One members	Cet hôtel propose des prix exclusifs aux abonnés Google One
You’ll be notified with results	Vous serez averti lorsque les résultats seront prêts
Check your connection and try again	Vérifiez la connexion, puis réessayez
Google won’t retry this search when you’re back online	Google ne relancera pas cette recherche lorsque vous serez à nouveau connecté
Google will retry your search once you’re online again	Google relancera votre recherche lorsque vous serez connecté
To run your ad, review and edit your text.	Pour diffuser votre annonce, examinez et modifiez le texte.
To run your ad, make a payment.	Pour diffuser votre annonce, effectuez un paiement.
To run your ad, update your billing.	Pour diffuser votre annonce, mettez à jour vos informations de facturation.
You can also choose whether you want to open links to maps in Google Maps.	Vous pouvez également indiquer si vous voulez ouvrir les liens vers des cartes dans Google Maps.
This won’t clear searches you’ve done on other devices or computers.	Les recherches effectuées sur vos autres appareils ou sur votre ordinateur ne seront pas supprimées.
What other apps you have on your device	Autres applications installées sur votre appareil
For example, you can search for information about your upcoming flights or restaurant reservations.	Vous pouvez, par exemple, rechercher des informations sur vos prochains vols ou réservations au restaurant.
Pink the language for your search results.	Choisissez la langue de vos résultats de recherche.
Change the settings that control voice search and voice actions.	Modifiez les paramètres qui contrôlent la recherche et les commandes vocales.
Number of rows per page	Nombre de lignes par page
Have you ever consented to the distribution of the fake images or videos?	Avez-vous déjà consenti à la distribution des fausses images ou des fausses vidéos ?
Yes, but not on this site.	Oui, mais pas sur ce site.
Please enter a valid email address	Veuillez saisir une adresse e-mail valide
In the top right corner of the page, click the gear icon.	Dans l'angle supérieur droit de la page, cliquez sur l'icône en forme de roue dentée.
Get reminders and live score notifications for all games	Recevez des rappels et des notifications en direct relatives aux scores pour tous les matchs
Satisfied with these results?	Êtes-vous satisfait de ces résultats ?
Ministry of Islamic Affairs, Morocco	Ministère des Affaires islamiques, Maroc
Click for more results	Cliquez ici pour obtenir plus de résultats
Customized stickers based on you	Autocollants inspirés de vous
Weather update for a place	Actualité météo pour un lieu
Viewed a notification about a promotion	Vous avez consulté une notification relative à une promotion
Received a notification about a promotion	Vous avez reçu une notification relative à une promotion
Received a notification about a declined payment	Vous avez reçu une notification relative à un paiement refusé
Received a notification about a backup payment method	Vous avez reçu une notification relative à un mode de paiement secondaire
Voted on a poll in	Vous avez répondu à un sondage dans
Viewed a notification about a declined payment	Vous avez consulté une notification relative à un paiement refusé
Viewed a notification about a backup payment method	Vous avez consulté une notification relative à un mode de paiement secondaire
How Google Shopping works	Fonctionnement de Google Shopping
Received a notification about an expiring movie or show	Vous avez reçu une notification relative à un film ou une émission qui arrive à expiration
Save tags and close dialog	Enregistrer les tags et fermer la boîte de dialogue
Check your feed for the latest on topics you follow	Retrouvez-le directement dans votre fil d'actu.
Info Google stores about my searches	Informations enregistrées par Google concernant mes recherches
We chose these hotels based on emails about hotel reservations in your Gmail account.	Nous avons choisi ces hôtels en fonction d'e-mails relatifs à des réservations d'hôtels dans votre compte Gmail.
You could also be eligible to see lower prices that aren’t public.	Par ailleurs, il est possible que vous puissiez profiter de prix plus bas qui ne sont pas publics.
Prices are the public rates available from our partners for the dates you selected.	Il s'agit des prix publics pratiqués par nos partenaires pour les dates sélectionnées.
You can use these ratings to narrow your search.	Vous pouvez utiliser ces notes pour affiner votre recherche.
There are 2 types of deals:	Deux types d'offres sont proposés :
Hotels priced below their normal rate or below the rates of similar hotels nearby.	Des chambres d'hôtel à un prix inférieur à leur tarif normal ou aux tarifs des hôtels similaires à proximité.
Use the map to see the location and other hotels in the area.	Utilisez la carte pour voir l'emplacement d'un hôtel ainsi que d'autres hôtels dans la même zone.
Within the search results, scroll to the hotel results box.	Dans les résultats de la recherche, faites défiler jusqu'au cadre contenant les résultats d'hôtels.
At the bottom of the box, tap or click the link.	appuyer ou cliquer sur le lien au bas du cadre.
Download your data from Google research studies	Télécharger vos données depuis les études de marché Google
Failed to update preferences	Échec de la mise à jour des préférences
Reserve room on Google	Réserver une chambre sur Google
Your Google Express cart	Votre panier Google Express
Your cart is empty	Votre panier est vide
Ask your customers to write a review and rate your business	Demandez à vos clients de noter votre entreprise et de rédiger un avis
At the bottom left, touch and hold the comma.	Dans l'angle inférieur gauche, appuyez de manière prolongée sur la virgule.
To confirm that you want to permanently delete these words, enter the number provided.	Pour confirmer la suppression définitive de ces mots, saisissez le numéro fourni.
Type in more than one language	Saisir du texte dans plusieurs langues
Choose languages for Gboard only	Choisir des langues pour Gboard uniquement
Information Google stores about your medical searches	Informations stockées par Google sur vos recherches médicales
Medical information on Google comes from high-quality websites, medical professionals, and search results.	Les renseignements médicaux que vous trouvez sur Google proviennent de sites Web de confiance, de professionnels de la santé et de résultats de recherches.
We check these results for relevance.	Nous vérifions la pertinence de ces résultats.
View lineup and top stories on Google.	Affichez la programmation et les histoires à la une sur Google.
Follow the nominees and top stories on Google.	Suivez les nommés et les histoires à la une sur Google.
Awards ceremony is starting now	La cérémonie de remise des prix commence
