View monetary and non-monetary YouTube Analytics reports for your YouTube content	Monetäre und nicht monetäre YouTube Analytics-Berichte für YouTube-Inhalte abrufen
View YouTube Analytics reports for your YouTube content	YouTube Analytics-Berichte für deinen YouTube-Content abrufen
View your Google Tag Manager container and its subcomponents	Google Tag Manager-Container und die entsprechenden Unterkomponenten abrufen
Manage user permissions of your Google Tag Manager account and container	Nutzerberechtigungen für Google Tag Manager-Konten und -Container verwalten
Publish your Google Tag Manager container versions	Google Tag Manager-Containerversionen veröffentlichen
View and manage creatives and campaigns for DoubleClick Studio	Creatives und Kampagnen für DoubleClick Studio abrufen und verwalten
Delete your Google Tag Manager containers	Google Tag Manager-Container löschen
View creatives and campaigns for DoubleClick Studio	Creatives und Kampagnen für DoubleClick Studio abrufen
View and manage your Google Tag Manager accounts	Google Tag Manager-Konten abrufen und verwalten
Tap a match to see scores, stats, and more	Tippe auf ein Spiel, um Punkte, Statistiken und vieles mehr zu sehen
Type a name, phone, or email	Name, Telefonnummer oder E-Mail-Adresse eingeben
This site may be hacked.	Diese Website wurde möglicherweise gehackt.
Update your featured image on Search	In der Google-Suche angezeigtes Bild aktualisieren
Saved items will be added to this collection	Gespeicherte Bilder werden dieser Sammlung hinzugefügt
Open in Google Podcasts	In Google Podcasts öffnen
Your Site on Google	Deine Website bei Google
Your activity, while you were signed in to Google.	Deinen Aktivitäten, während du bei Google angemeldet warst
Add a Finance shortcut to your Home screen	Dem Startbildschirm Verknüpfung zu Google Finanzen hinzufügen
How your saved activity is used	So werden Ihre gespeicherten Aktivitätsdaten verwendet
To let Google save this information:	So kann Google diese Informationen speichern:
Your Chrome browsing history	Ihren Browserverlauf in Chrome
Information on your device like recent apps or contact names you searched for	Gerätedaten wie zuletzt verwendete Apps oder von Ihnen gesuchte Namen von Kontakten
See or delete your search activity	Suchaktivitäten einsehen oder löschen
*Not all languages are supported.	* Nicht alle Sprachen werden unterstützt.
Therefore, these pages are no longer accessible from Google search.	Daher sind diese Seiten nicht mehr über die Google-Suche verfügbar.
Watch the most memorable moments of the tournament	Hier kannst du dir die unvergesslichsten Momente des Turniers ansehen
Add a missing place to Google Maps.	Füge einen fehlenden Ort zu Google Maps hinzu.
Lifetime on most items	Für die meisten Artikel lebenslanges Rückgaberecht
Tin Tan’s 103rd Birthday	103. Geburtstag von Tin Tan
Professor Dorothy Hill’s 111th Birthday	111. Geburtstag von Professor Dorothy Hill
Josefa Llanes Escoda’s 120th Birthday	120. Geburtstag von Josefa Llanes Escoda
Junko Tabei’s 79th Birthday	79. Geburtstag von Junko Tabei
Joanna Baillie’s 256th Birthday	256. Geburtstag von Joanna Baillie
Fatima Surayya Bajia’s 88th Birthday	88. Geburtstag von Fatima Surayya Bajia
your One Drive account	dein One Drive-Konto
Caio Fernando Abreu’s 70th Birthday	70. Geburtstag von Caio Fernando Abreu
Initiated a bulk download from Drive	Bulk-Download von Drive gestartet
We are sorry, the service is currently unavailable. Please verify your internet connection and try again.	Leider ist dieser Dienst momentan nicht verfügbar. Bitte prüfe deine Internetverbindung und versuche es dann noch einmal.
Sent to Google Home	An Google Home gesendet
Send to Google Home	An Google Home senden
Compare to another index	Mit anderem Index vergleichen
Compare to another stock	Mit anderer Aktie vergleichen
Next to each stock you want to follow, tap or click the box.	Tippen oder klicken Sie das Kästchen neben jeder Aktie an, der Sie folgen möchten.
Voice search results come in the same language as your voice search.	Ergebnisse der Sprachsuche werden in der Sprache ausgegeben, in der Sie die Suche durchgeführt haben.
Pick the language for your search results.	Wählen Sie die Sprache, die für Suchergebnisse verwendet werden soll.
At the top left, tap your photo.	Tippen Sie oben links auf Ihr Foto.
Tap a category to see options and make changes.	Eine Kategorie antippen, um die Optionen zu sehen und Änderungen vorzunehmen
At the top left, tap your photo.	Tippen Sie oben links auf Ihr Foto.
You can turn these video previews on or off, and change when they play.	Sie können diese Autoplay-Videovorschau aktivieren oder deaktivieren und die Einstellungen für die Wiedergabe ändern.
Videos in your feed could start playing automatically without sound.	Möglicherweise werden Videos in Ihrem Feed automatisch ohne Ton abgespielt.
Videos could start playing automatically without sound.	Möglicherweise werden Videos automatisch ohne Ton abgespielt.
Press the Home button.	Drücken Sie die Home-Taste.
Replace all existing events	Alle vorhandenen Veranstaltungen ersetzen
Import from Google Sheets	Aus Google Tabellen importieren
This image may be subject to copyright.	Dieses Bild ist eventuell urheberrechtlich geschützt.
Sergey Prokudin-Gorsky’s 155th Birthday	155. Geburtstag von Sergei Prokudin-Gorski
Viola Desmond’s 104th Birthday	104. Geburtstag von Viola Desmond
Mehdi Hassan’s 91st Birthday	91. Geburtstag von Mehdi Hassan
Leonard Bernstein’s 100th Birthday	100. Geburtstag von Leonard Bernstein
José Emilio Pacheco’s 79th Birthday	79. Geburtstag von José Emilio Pacheco
Prasanta Chandra Mahalanobis’ 125th Birthday	125. Geburtstag von Prasanta Chandra Mahalanobis
Meena Kumari’s 85th Birthday	85. Geburtstag von Meena Kumari
Prayoon Yommium’s 85th Birthday	85. Geburtstag von Prayoon Yomyiam
Pumpuang Duangjan’s 57th Birthday	57. Geburtstag von Pumpuang Duangjan
Dilip Sardesai’s 78th Birthday	78. Geburtstag von Dilip Sardesai
Gerda Taro’s 108th Birthday	108. Geburtstag von Gerda Taro
Gauhar Jaan’s 145th Birthday	145. Geburtstag von Gauhar Jaan
Reload as optimized page	Als optimierte Seite neu laden
Carmen Conde’s 111th Birthday	111. Geburtstag von Carmen Conde
Sort by personal match	Nach persönlicher Übereinstimmung sortieren
Hourly, humidity, wind and more	Stündlich, Luftfeuchtigkeit, Wind und mehr
See stocks you’re following	Aktien ansehen, denen Sie folgen
Tap an upcoming reminder.	Tippen Sie auf eine anstehende Erinnerung.
Note that these changes may not appear on all Google Searches.	Beachte, dass diese Änderungen möglicherweise nicht bei allen Google-Suchanfragen erscheinen.
The end date must be after the start date.	Das Enddatum muss nach dem Startdatum liegen.
Replace all existing events?	Alle vorhandenen Termine ersetzen?
The title must have at least one letter or numeric character.	Der Titel muss mindestens einen Buchstaben oder eine Zahl enthalten.
Paste the link to your Google spreadsheet here and your events will be imported.	Füge den Link zu deiner Google-Tabelle hier ein. Danach werden deine Termine importiert.
This event will be permanently deleted and cannot be recovered.	Dieser Termin wird endgültig gelöscht und kann nicht wiederhergestellt werden.
is missing one or more required field	weist mindestens ein fehlendes Pflichtfeld auf
has an invalid start time or date	hat ein ungültiges Startdatum oder Datum
has an invalid end time or date	hat ein ungültiges Enddatum oder Datum
This search is trending in your area.	Diese Suche ist in deiner Gegend beliebt.
Start repeating Morse symbol after	Mit Wiederholung des Morsesymbols beginnen nach
Talal Maddah’s 78th Birthday	78. Geburtstag von Talal Maddah
Sergey Prokudin-Gorsky’s 155th birthday	155. Geburtstag von Sergei Prokudin-Gorski
Prayoon Yommium’s 85th birthday	85. Geburtstag von Prayoon Yomyiam
Pumpuang Duangjan’s 57th birthday	57. Geburtstag von Pumpuang Duangjan
Marga Faulstich’s 103rd Birthday	103. Geburtstag von Marga Faulstich
Meena Kumari’s 85th birthday	85. Geburtstag von Meena Kumari
Leonard Bernstein’s 100th birthday	100. Geburtstag von Leonard Bernstein
Gerda Taro’s 108th birthday	108. Geburtstag von Gerda Taro
Dilip Sardesai’s 78th birthday	78. Geburtstag von Dilip Sardesai
Celebrating Johann Sebastian Bach	Zu Ehren von Johann Sebastian Bach
Carmen Conde’s 111th birthday	111. Geburtstag von Carmen Conde
85th Anniversary of Biskupin settlement discovery	85. Jahrestag der Entdeckung der Biskupin-Siedlung
197th Anniversary of Zugspitze first ascent	197. Jahrestag der Erstbesteigung der Zugspitze
People who liked this also like	Nutzer, denen das gefällt, gefällt auch
Customize cards in your feed	Karten in Ihrem Feed individuell anpassen
From the top left, tap your profile picture.	Tippen Sie links oben auf Ihr Profilbild.
Choose the day or date range.	Wählen Sie den Tag oder einen Zeitraum aus.
You may be asked to sign in to your Google Account.	Unter Umständen werden Sie dazu aufgefordert, sich in Ihrem Google-Konto anzumelden.
What info is saved in your feed activity	Informationen, die in Ihren Feedaktivitäten gespeichert werden
Which cards you view, swipe away, or hide	Welche Karten Sie sich ansehen, wegwischen oder ausblenden
The cards and results that appeared in your feed	Die Karten und Ergebnisse, die in Ihrem Feed angezeigt wurden
The device you use to access your feed	Das Gerät, mit dem Sie auf Ihren Feed zugreifen
You can get more helpful cards and search results from your feed activity.	Durch Ihre Feedaktivitäten können Sie nützlichere Karten und Suchergebnisse erhalten.
Would you like to leave feedback about your call?	Möchtest du Feedback zu deinem Anruf geben?
Featured snippet from the web	Hervorgehobenes Snippet aus dem Web
Video featured snippet from the web	Hervorgehobenes Video-Snippet aus dem Web
Unable to hide this card. Please try again later.	Diese Karte kann nicht ausgeblendet werden. Bitte versuch es später noch einmal.
Try an optimized page.	Du kannst eine optimierte Version der Seite aufrufen.
Try again in a few minutes.	Versuch es in einigen Minuten noch einmal.
No theaters near the selected location.	Keine Kinos in der Nähe des ausgewählten Ortes.
Create or delete a reminder	Erinnerung erstellen oder löschen
sergej milinkovic-savic news	sergej milinkovic-savic neuigkeiten
hannes thór halldórsson news	hannes thór halldórsson neuigkeiten
Changes in network conditions	Veränderungen bei der Netzwerkverbindung
Results can vary for many reasons, like:	Dies kann folgende Gründe haben:
The best internet connections have high download and upload speeds but low latency.	Optimale Internetverbindungen haben hohe Download- und Uploadgeschwindigkeiten, aber eine geringe Latenz.
Why your test results could vary	Warum Ihre Testergebnisse abweichen können
There are a few ways you can create a reminder in the Google app:	Zum Erstellen einer Erinnerung in der Google App gibt es mehrere Möglichkeiten:
Provide the following to publish this event	Folgendes hinzufügen, um diese Veranstaltung zu veröffentlichen
Say "Ok Google" to start a voice search.	Sagen "Ok Google", um eine Sprachsuche zu starten.
Search without lifting a finger. When you say "Ok Google," Chrome will search for what you say next.	Du brauchst für die Suche keinen Finger zu rühren. Wenn du "Ok Google" sagst, sucht Chrome nach dem Begriff, den du anschließend sagst.
Listening for "Ok Google"	Wartet auf "Ok Google"
Improve voice search by sending the sound of "Ok Google," and a few seconds before, to Google.	Verbesser die Sprachsuche, indem du eine Aufnahme des Hotwords "Ok Google" einschließlich weniger Sekunden des vorangegangenen Zeitraums an Google sendest.
To get started, set up "Ok Google" on your device.	Richte zunächst "Ok Google" auf deinem Gerät ein.
To change these times:	So ändern Sie diesen Zeitraum:
You can pause, move forward or back, change speed, and shorten silences.	Sie können die Folge pausieren, vor- oder zurückspulen, die Wiedergabegeschwindigkeit ändern und stille Passagen überspringen.
By default, Google Podcasts removes downloaded episodes:	Google Podcasts entfernt heruntergeladene Folgen standardmäßig nach Ablauf folgender Zeiträume:
Change when downloads are removed	Einstellung für das Entfernen von Downloads ändern
Find an episode of a subscribed podcast	Folge eines abonnierten Podcasts suchen
Play an episode of a podcast	Folge eines Podcasts wiedergeben
On your Android phone or tablet, you can:	Mit einem Android-Smartphone oder -Tablet haben Sie folgende Möglichkeiten:
You can see your subscriptions at the top of Google Podcasts.	In Google Podcasts sehen Sie ganz oben Ihre Abos.
Listen to podcasts on Google Home	Podcasts mit Google Home anhören
Cast podcasts to Chromecast Audio	Podcasts auf Chromecast Audio streamen
Listen to podcasts with Google Podcasts	Podcasts mit Google Podcasts anhören
Turn off ads from this advertiser	Werbung von diesem Werbetreibenden deaktivieren
Add your favorite stocks for quick access and to stay in know with the latest financial news.	Du kannst deine bevorzugten Börsenkurse hinzufügen, um später schnell auf sie zuzugreifen. Außerdem bleibst du mit aktuellen Finanznachrichten immer auf dem Laufenden.
Recommendation , featured, storage, shows, episodes, playback speed, offline listening, trim silence	empfehlung, angesagt, speicher, sendungen, folgen, wiedergabegeschwindigkeit, offlinewiedergabe, stille überspringen
Subscribe to podcasts and get the latest episodes	Podcasts abonnieren und aktuelle Folgen erhalten
You can listen and download any podcast you’ve heard of anywhere, anytime for free.	Du kannst alle Podcasts anhören und herunterladen, kostenlos und wann du willst.
Trim silence to cut silences from episodes so you finish them faster, saving hours	Stille Passagen in den Folgen überspringen und Zeit beim Anhören sparen
Listen to podcasts at your preferred playback speed with the variable speed feature.	Und mit der Funktion für variable Geschwindigkeit hast du die Möglichkeit, deine Podcasts mit der gewünschten Wiedergabegeschwindigkeit anzuhören.
Safely manage your podcast subscriptions with cloud storage.	Mit dem Cloudspeicher hast du die Möglichkeit, deine Podcast-Abos sicher zu verwalten.
Listen on all your devices	Auf allen Geräten anhören
Listen to the same podcast on multiple devices without losing your place.	Du kannst dir denselben Podcast auf mehreren Geräten anhören, ohne die Stelle suchen zu müssen, an der du das Gerät gewechselt hast.
Pause on your phone and pick up where you left off on your Google Home.	Pausiere die Wiedergabe zum Beispiel auf deinem Smartphone und höre den Podcast dann auf dem Google Home weiter.
Receive the latest episodes of your favorite podcasts directly on your phone.	Aktuelle Folgen deiner Lieblings-Podcasts bekommst du direkt auf dein Smartphone.
Google Podcasts is a new way for Android users to discover and listen to any podcast.	Mit Google Podcasts steht Android-Nutzern ab jetzt die ganze Welt der Podcasts offen.
Listen to podcasts at faster playback speeds or skip over silences.	Die Wiedergabegeschwindigkeit der Podcasts lässt sich beschleunigen, außerdem können stille Passagen oder Gesprächspausen übersprungen werden.
Find the latest episodes of your favorite podcasts directly on your phone.	Aktuelle Folgen deiner Lieblings-Podcasts findest du direkt auf deinem Smartphone.
Google Podcasts is a new way for Android users to discover and listen to the world’s podcasts.	Mit Google Podcasts können Android-Nutzer Podcasts aus aller Welt entdecken und anhören.
You can subscribe to any show for free and download episodes for offline listening.	Die Podcasts lassen sich kostenlos abonnieren und einzelne Folgen stehen zum Download zur Verfügung, damit man sie sich auch offline anhören kann.
Anyone with this link can see your collection	Personen, die über diesen Link verfügen, können deine Sammlung sehen
Turn offline search on or off	Offline-Suche ein- oder ausschalten
See or remove searches	Suchanfragen ansehen oder entfernen
You've helped others make better decisions about places to go	So hilfst du anderen bei ihrer Entscheidung, welche Orte sie besuchen
You've helped others make better decisions about places to go.	So hilfst du anderen bei ihrer Entscheidung, welche Orte sie besuchen.
Failed to move selected items. Try again later.	Die ausgewählten Elemente konnten nicht verschoben werden. Bitte versuch es später noch einmal.
Hide name and show number to others	Name ausblenden und stattdessen Nummer anzeigen
Failed to remove collection. Try again later.	Die Sammlung konnte nicht entfernt werden. Bitte versuch es später noch einmal.
No targets to send to for this input.	Keine Ziele vorhanden, an die die Eingabe gesendet werden kann.
All items in this collection will be removed.  Are you sure you want to remove this collection?	Alle Elemente in dieser Sammlung werden entfernt. Möchtest du diese Sammlung wirklich entfernen?
Type any email address	Gib eine E-Mail-Adresse ein
Failed to create collection. Try again later.	Die Sammlung konnte nicht erstellt werden. Bitte versuch es später noch einmal.
Type a name or email	Name oder E-Mail-Adresse eingeben
Only editable in Maps	Kann nur in Maps bearbeitet werden
Edit collection in Maps	Sammlung in Maps bearbeiten
Failed to rename collection. Try again later.	Die Sammlung konnte nicht umbenannt werden. Bitte versuch es später noch einmal.
Failed to delete selected items. Try again later.	Die ausgewählten Elemente konnten nicht gelöscht werden. Bitte versuch es später noch einmal.
To make sharing easier, Google suggests people to share with based on your interactions	Google macht Teilen jetzt noch leichter und schlägt Ihnen Personen vor, mit denen Sie sich häufig austauschen
Access sports in one tap	Schnell und einfach auf Sport zugreifen
Get back here in one tap	Schnell und einfach hierhin zurückkehren
Add a shortcut to sports	Verknüpfung zu Sport hinzufügen
Is there flood damage around you?	Siehst du vom Hochwasser verursachte Schäden um dich herum?
Do you see earthquake damage around you?	Siehst du vom Erdbeben verursachte Schäden um dich herum?
See results in English	Ergebnisse auf Englisch ansehen
You looked this up	Du hast das nachgeschlagen
Tap on the tags below to vote	Zum Abstimmen Tags unten antippen
How would you describe this movie?	Wie würdest du diesen Film beschreiben?
Add your vote to help others	Stimme ab, um anderen zu helfen
Unavailable for this word	Für dieses Wort nicht verfügbar
Easy checkout with Google	Einfaches Bezahlen mit Google
Tell me what you think of this one	Wie findest du den?
Hey, I know some riddles 😀	Hey, ich kenne ein paar Rätsel 😀
Hey, I know some jokes 😀	Hey, ich kenne ein paar Witze 😀
Your ad was disapproved	Ihre Anzeige wurde abgelehnt
Thank you! Your response was recorded.	Vielen Dank. Deine Antwort wurde gespeichert.
A new version is available	Eine neue Version ist verfügbar
Prasanta Chandra Mahalanobis’ 125th birthday	125. Geburtstag von Prasanta Chandra Mahalanobis
Dame Cicely Saunders’ 100th Birthday	100. Geburtstag von Dame Cicely Saunders
What do you think about this album?	Was hältst du von diesem Album?
What do you think about this book?	Was hältst du von diesem Buch?
Your feedback helps others decide which albums to listen to.	Dein Feedback hilft anderen bei der Entscheidung, welche Alben sie sich anhören möchten.
Your feedback helps others decide which video games to play.	Dein Feedback hilft anderen bei der Entscheidung, welche Videospiele sie spielen möchten.
Your feedback helps others decide which books to read.	Dein Feedback hilft anderen bei der Entscheidung, welche Bücher sie lesen möchten.
What do you think about this video game?	Was hältst du von diesem Videospiel?
world cup top teams	fußball weltmeisterschaft beste mannschaften
world cup next match	fußball weltmeisterschaft nächstes spiel
Dates are not final and may change	Termine sind nicht endgültig und können sich ändern
Tap a match to see stats, news, and more	Tippe auf ein Spiel, um Statistiken, Nachrichten und vieles mehr zu sehen
Easily keep track of your episodes	Hier hast du deine Folgen immer im Blick.
Bringing the best of Google to podcasts	Das Beste von Google für Podcasts
You liked this album	Dir gefällt dieses Album
You liked this book	Dir gefällt dieses Buch
You liked this movie	Dir gefällt dieser Film
You liked this video game	Dir gefällt dieses Videospiel
mohammad al-sahlawi news	mohammad al-sahlawi neuigkeiten
heung-min son news	heung-min son neuigkeiten
kevin de bruyne news	kevin de bruyne neuigkeiten
Suggestions based on your search and browsing history	Vorschläge basierend auf deinem Such- und Browserverlauf
Scores are live. Tap to see the match timeline and news.	Dies ist der Live-Spielstand. Tippe, um den Spielverlauf und Neuigkeiten zum Spiel anzusehen.
Scores are live. Tap to see the game timeline and news.	Dies ist der Live-Spielstand. Tippe, um den Spielverlauf und Neuigkeiten zum Spiel anzusehen.
New content loaded successfully. Scroll down to read more.	Neue Inhalte wurden geladen. Scrolle nach unten, um weitere Inhalte zu lesen.
Unable to load more	Fehler beim Laden weiterer Inhalte
In your post, mention that you already followed the troubleshooting steps in this article.	Weisen Sie in Ihrem Beitrag auch darauf hin, dass Sie schon die Schritte zur Fehlerbehebung in diesem Hilfeartikel durchgeführt haben.
Posted by Martin Splitt, Webmaster Trends Analyst	Post von Martin Splitt, Webmaster Trends Analyst
We also repeated a few key points that web developers should have an eye on when building websites, such as:	Wir machten noch einmal auf einige wichtige Punkte aufmerksam, die Webentwickler beim Erstellen von Websites berücksichtigen sollten, darunter:
to help webmasters understand what prospective users search for.	erstellt, damit Webmaster sehen, wonach potenzielle Nutzer suchen.
wrapped up, it’s a great time to reflect on some of the highlights.	fand in diesem Jahr zum zehnten Mal statt. Wir möchten gern einige ihrer Höhepunkte mit euch teilen.
Do you manage this online presence?	Verwaltest du diese Onlinepräsenz?
Get reminders and live score notifications for all matches	Erinnerungen und Spielstandbenachrichtigungen für alle Spiele erhalten
Send a message to this business.	Eine Nachricht an dieses Geschäft senden.
Dr. Virginia Apgar’s 109th Birthday	109. Geburtstag von Dr. Virginia Apgar
Make Google my default search engine	Google als Standardsuchmaschine festlegen
This hotel has exclusive prices for Google One members	Dieses Hotel bietet exklusive Preise für Google One-Mitglieder
You’ll be notified with results	Du erhältst eine Benachrichtigung, sobald die Suchergebnisse verfügbar sind
Check your connection and try again	Prüfe deine Verbindung und versuch es noch einmal
Google won’t retry this search when you’re back online	Google wiederholt diese Suchanfrage nicht, wenn du wieder online bist
Google will retry your search once you’re online again	Google wiederholt deine Suchanfrage, wenn du wieder online bist
To run your ad, review and edit your text.	Zum Schalten der Anzeige Text prüfen und bearbeiten.
To run your ad, make a payment.	Zum Schalten der Anzeige eine Zahlung vornehmen.
To run your ad, update your billing.	Zum Schalten der Anzeige die Zahlungsinformationen aktualisieren.
You can also choose whether you want to open links to maps in Google Maps.	Sie können auch festlegen, ob Sie Links zu Karten in Google Maps öffnen möchten.
This won’t clear searches you’ve done on other devices or computers.	Suchanfragen, die Sie auf anderen Geräten oder Computern ausgeführt haben, werden nicht gelöscht.
What other apps you have on your device	Informationen zu anderen Apps, die Sie auf Ihrem Gerät installiert haben
For example, you can search for information about your upcoming flights or restaurant reservations.	So können Sie beispielsweise nach Informationen zu anstehenden Flügen oder Restaurantreservierungen suchen.
Pink the language for your search results.	Wählen Sie die Sprache, die für Suchergebnisse verwendet werden soll.
Change the settings that control voice search and voice actions.	Ändern Sie die Einstellungen für die Sprachsuche und Sprachbedienung:
Number of rows per page	Anzahl der Zeilen pro Seite
Have you ever consented to the distribution of the fake images or videos?	Haben Sie jemals einer Weitergabe der gefälschten Bilder oder Videos zugestimmt?
Yes, but not on this site.	Ja, aber nicht auf dieser Website
Please enter a valid email address	Bitte geben Sie eine gültige E-Mail-Adresse ein.
In the top right corner of the page, click the gear icon.	Klicken Sie rechts oben auf das Zahnradsymbol.
Get reminders and live score notifications for all games	Erinnerungen und Spielstandbenachrichtigungen für alle Spiele erhalten
Satisfied with these results?	Sind Sie zufrieden mit diesen Ergebnissen?
Ministry of Islamic Affairs, Morocco	Ministerium für Islamische Angelegenheiten, Marokko
Click for more results	Für mehr Ergebnisse klicken
Customized stickers based on you	Individuelle Sticker für dich
Weather update for a place	Aktualisierte Wettervorhersage für einen Ort
Viewed a notification about a promotion	Benachrichtigung zu einer Werbeaktion angesehen
Received a notification about a promotion	Benachrichtigung zu einer Werbeaktion erhalten
Received a notification about a declined payment	Benachrichtigung zu einer abgelehnten Zahlung erhalten
Received a notification about a backup payment method	Benachrichtigung zu einer sekundären Zahlungsmethode erhalten
Voted on a poll in	Teilgenommen an Abstimmung in
Viewed a notification about a declined payment	Benachrichtigung zu einer abgelehnten Zahlung angesehen
Viewed a notification about a backup payment method	Benachrichtigung zu einer sekundären Zahlungsmethode angesehen
How Google Shopping works	So funktioniert Google Shopping
